timestamp,equipment_id,equipment_type,vibration_rms,vibration_peak,kurtosis,crest_factor,current_a,bearing_temp,pressure_out,flow_rate,rpm,degradation,fault_type,failure_flag
2025-01-09 17:00:00,PUMP-204,pump,3.908,13.28,5.692,4.57,49.61,54.63,5.024,98.19,1471.573,0.306,bearing_wear,0
2025-01-09 18:00:00,PUMP-204,pump,3.751,13.511,5.744,4.494,50.35,53.571,5.081,98.872,1482.024,0.312,bearing_wear,0
2025-01-09 19:00:00,PUMP-204,pump,3.827,13.072,5.981,4.52,49.538,55.325,4.909,102.063,1471.517,0.318,bearing_wear,0
2025-01-09 20:00:00,PUMP-204,pump,4.025,13.351,6.013,4.66,50.05,55.644,4.953,102.956,1480.741,0.324,bearing_wear,0
2025-01-09 21:00:00,PUMP-204,pump,4.034,13.192,5.988,4.635,48.925,55.039,5.092,98.598,1473.867,0.33,bearing_wear,0
2025-01-09 22:00:00,PUMP-204,pump,4.008,13.597,6.097,4.486,50.248,53.876,4.825,98.554,1475.752,0.336,bearing_wear,0
2025-01-09 23:00:00,PUMP-204,pump,4.083,13.645,6.047,4.563,50.044,55.161,4.868,97.686,1485.774,0.342,bearing_wear,0
2025-01-10 00:00:00,PUMP-204,pump,4.167,13.677,6.13,4.625,49.46,55.592,4.977,102.613,1482.94,0.348,bearing_wear,0
2025-01-10 01:00:00,PUMP-204,pump,3.622,13.844,6.12,4.682,49.945,54.706,4.925,102.242,1485.746,0.354,bearing_wear,0
2025-01-10 02:00:00,PUMP-204,pump,4.569,14.106,6.333,4.843,50.134,55.519,4.971,99.788,1487.799,0.36,bearing_wear,0
2025-01-10 03:00:00,PUMP-204,pump,4.376,13.945,6.229,4.854,49.384,54.867,4.874,97.208,1476.136,0.366,bearing_wear,0
2025-01-10 04:00:00,PUMP-204,pump,4.756,14.104,6.504,4.97,49.871,56.669,5.021,97.387,1487.495,0.373,bearing_wear,0
2025-01-10 05:00:00,PUMP-204,pump,4.274,15.023,6.38,4.971,48.994,56.506,4.985,100.341,1472.672,0.379,bearing_wear,0
2025-01-10 06:00:00,PUMP-204,pump,4.041,15.565,6.471,5.035,52.346,55.248,5.055,101.099,1483.731,0.385,bearing_wear,0
2025-01-10 07:00:00,PUMP-204,pump,4.233,14.14,6.603,5.02,51.059,57.038,5.02,95.868,1477.533,0.392,bearing_wear,0
2025-01-10 08:00:00,PUMP-204,pump,4.204,14.26,6.588,5.013,50.273,56.906,5.021,99.357,1475.348,0.398,bearing_wear,0
2025-01-10 09:00:00,PUMP-204,pump,4.722,14.525,6.614,5.134,51.172,57.56,4.855,103.237,1483.072,0.405,bearing_wear,0
2025-01-10 10:00:00,PUMP-204,pump,4.485,15.01,6.7,5.149,48.021,57.03,5.049,99.565,1484.725,0.411,bearing_wear,0
2025-01-10 11:00:00,PUMP-204,pump,3.897,15.555,6.852,5.128,47.442,56.9,4.967,102.979,1484.576,0.418,bearing_wear,0
2025-01-10 12:00:00,PUMP-204,pump,4.494,15.579,6.756,5.25,49.601,57.123,4.983,101.298,1481.074,0.425,bearing_wear,0
2025-01-10 13:00:00,PUMP-204,pump,5.049,15.559,6.87,4.922,48.621,57.51,5.105,97.831,1480.66,0.431,bearing_wear,0
2025-01-10 14:00:00,PUMP-204,pump,4.091,15.849,6.944,5.161,49.763,58.157,4.928,99.415,1482.634,0.438,bearing_wear,0
2025-01-10 15:00:00,PUMP-204,pump,5.346,15.51,7.09,5.194,50.206,58.464,5.135,99.743,1481.519,0.445,bearing_wear,0
2025-01-10 16:00:00,PUMP-204,pump,4.742,15.839,7.055,5.374,50.92,58.397,5.144,98.095,1482.707,0.452,bearing_wear,0
2025-01-10 17:00:00,PUMP-204,pump,5.218,16.079,7.307,5.45,48.862,58.416,5.075,98.06,1481.02,0.459,bearing_wear,0
2025-01-10 18:00:00,PUMP-204,pump,5.046,15.605,7.173,5.182,50.4,58.681,4.902,103.014,1484.214,0.465,bearing_wear,0
2025-01-10 19:00:00,PUMP-204,pump,4.465,15.927,7.227,5.503,50.014,61.176,4.781,98.045,1471.864,0.472,bearing_wear,0
2025-01-10 20:00:00,PUMP-204,pump,5.176,16.096,7.297,5.279,50.348,58.763,5.108,102.157,1479.344,0.479,bearing_wear,0
2025-01-10 21:00:00,PUMP-204,pump,5.071,17.005,7.245,5.318,49.48,59.144,5.011,99.127,1473.081,0.486,bearing_wear,0
2025-01-10 22:00:00,PUMP-204,pump,4.704,16.953,7.337,5.444,51.383,62.437,4.925,99.949,1481.384,0.493,bearing_wear,0
2025-01-10 23:00:00,PUMP-204,pump,5.391,17.256,7.451,5.471,49.896,60.352,5.117,101.124,1488.21,0.501,bearing_wear,0
2025-01-11 00:00:00,PUMP-204,pump,5.21,16.433,7.682,5.382,51.774,59.126,4.914,98.803,1477.63,0.508,bearing_wear,0
2025-01-11 01:00:00,PUMP-204,pump,4.804,16.733,7.63,5.639,49.21,61.119,4.958,101.136,1480.636,0.515,bearing_wear,0
2025-01-11 02:00:00,PUMP-204,pump,4.991,17.751,7.65,5.678,50.743,59.934,5.052,95.907,1483.782,0.522,bearing_wear,0
2025-01-11 03:00:00,PUMP-204,pump,5.321,16.534,7.887,5.752,49.94,61.608,4.889,100.879,1469.661,0.529,bearing_wear,0
2025-01-11 04:00:00,PUMP-204,pump,5.025,18.296,7.985,5.64,49.672,60.931,4.989,95.063,1477.389,0.537,bearing_wear,0
2025-01-11 05:00:00,PUMP-204,pump,5.155,17.239,8.022,5.716,50.632,60.968,5.109,99.546,1481.823,0.544,bearing_wear,0
2025-01-11 06:00:00,PUMP-204,pump,4.761,18.468,7.877,5.754,49.701,62.83,5.021,101.708,1465.515,0.551,bearing_wear,0
2025-01-11 07:00:00,PUMP-204,pump,5.284,17.939,7.98,5.963,47.338,62.218,5.125,101.245,1475.116,0.559,bearing_wear,0
2025-01-11 08:00:00,PUMP-204,pump,4.99,18.879,8.278,5.548,46.937,62.768,5.113,97.403,1485.504,0.566,bearing_wear,0
2025-01-11 09:00:00,PUMP-204,pump,5.164,19.908,8.189,5.774,51.272,62.563,5.001,97.661,1485.015,0.574,bearing_wear,0
2025-01-11 10:00:00,PUMP-204,pump,5.595,17.881,8.206,5.908,51.23,62.086,4.766,98.623,1481.872,0.581,bearing_wear,0
2025-01-11 11:00:00,PUMP-204,pump,5.253,19.236,8.373,5.836,51.887,63.159,4.889,100.372,1484.411,0.589,bearing_wear,0
2025-01-11 12:00:00,PUMP-204,pump,5.864,18.403,8.47,5.957,49.982,63.867,5.076,95.936,1481.076,0.597,bearing_wear,0
2025-01-11 13:00:00,PUMP-204,pump,5.463,19.466,8.382,6.009,48.707,63.237,4.845,99.974,1482.777,0.604,bearing_wear,0
2025-01-11 14:00:00,PUMP-204,pump,5.439,19.382,8.53,5.994,49.58,64.803,4.967,100.623,1478.422,0.612,bearing_wear,0
2025-01-11 15:00:00,PUMP-204,pump,5.215,19.688,8.671,6.105,50.011,64.274,5.034,99.434,1480.579,0.62,bearing_wear,0
2025-01-11 16:00:00,PUMP-204,pump,5.036,19.443,8.532,6.201,48.993,63.998,5.147,101.051,1476.838,0.628,bearing_wear,0
2025-01-11 17:00:00,PUMP-204,pump,6.122,20.292,8.72,6.154,51.649,64.265,4.942,100.447,1486.317,0.635,bearing_wear,0
2025-01-11 18:00:00,PUMP-204,pump,6.278,19.574,8.679,6.171,52.24,64.41,4.936,98.917,1487.608,0.643,bearing_wear,0
2025-01-11 19:00:00,PUMP-204,pump,5.951,20.824,8.763,6.24,50.478,63.537,4.995,96.128,1486.9,0.651,bearing_wear,0
2025-01-11 20:00:00,PUMP-204,pump,5.847,20.339,8.877,6.295,49.989,64.704,5.035,100.267,1477.959,0.659,bearing_wear,0
2025-01-11 21:00:00,PUMP-204,pump,5.98,20.118,9.053,6.162,48.705,65.193,4.985,98.094,1475.231,0.667,bearing_wear,0
2025-01-11 22:00:00,PUMP-204,pump,6.187,21.494,9.045,6.422,51.546,64.925,5.105,98.843,1486.385,0.675,bearing_wear,0
2025-01-11 23:00:00,PUMP-204,pump,6.04,21.006,9.085,6.372,50.076,65.77,4.92,100.958,1482.72,0.683,bearing_wear,0
2025-01-12 00:00:00,PUMP-204,pump,6.347,21.975,9.228,6.583,49.711,65.761,5.012,102.835,1481.643,0.691,bearing_wear,0
2025-01-12 01:00:00,PUMP-204,pump,6.181,21.88,9.182,6.557,50.481,66.608,5.045,99.924,1476.832,0.7,bearing_wear,0
2025-01-12 02:00:00,PUMP-204,pump,6.181,21.253,9.413,6.656,49.414,66.765,4.96,101.108,1482.128,0.708,bearing_wear,0
2025-01-12 03:00:00,PUMP-204,pump,6.163,21.719,9.558,6.479,50.147,66.615,5.084,97.111,1474.574,0.716,bearing_wear,0
2025-01-12 04:00:00,PUMP-204,pump,6.308,21.984,9.511,6.585,48.558,65.636,5.015,100.491,1483.17,0.724,bearing_wear,0
2025-01-12 05:00:00,PUMP-204,pump,6.279,22.729,9.574,6.539,51.087,68.412,5.079,99.88,1486.894,0.733,bearing_wear,0
2025-01-12 06:00:00,PUMP-204,pump,6.453,22.477,9.706,6.635,49.896,67.117,5.019,102.458,1488.155,0.741,bearing_wear,0
2025-01-12 07:00:00,PUMP-204,pump,6.46,22.557,9.542,6.872,51.159,67.417,5.038,98.919,1483.543,0.749,bearing_wear,0
2025-01-12 08:00:00,PUMP-204,pump,6.577,22.592,9.874,6.938,49.799,67.461,4.937,99.517,1473.09,0.758,bearing_wear,1
2025-01-12 09:00:00,PUMP-204,pump,6.829,22.839,10.207,6.717,49.864,67.599,4.937,102.118,1480.987,0.766,bearing_wear,1
2025-01-12 10:00:00,PUMP-204,pump,6.566,23.568,9.961,6.828,48.788,69.48,5.122,99.816,1490.698,0.775,bearing_wear,1
2025-01-12 11:00:00,PUMP-204,pump,6.808,23.236,10.038,6.909,50.76,69.61,5.064,97.782,1475.657,0.783,bearing_wear,1
2025-01-12 12:00:00,PUMP-204,pump,6.146,23.265,10.202,7.018,49.124,69.114,4.898,105.103,1479.704,0.792,bearing_wear,1
2025-01-12 13:00:00,PUMP-204,pump,6.767,23.387,10.37,6.827,49.514,68.932,5.018,97.843,1487.068,0.801,bearing_wear,1
2025-01-12 14:00:00,PUMP-204,pump,6.896,23.582,10.381,6.886,50.001,69.773,4.763,99.871,1483.086,0.809,bearing_wear,1
2025-01-12 15:00:00,PUMP-204,pump,7.42,23.434,10.146,7.139,50.121,69.598,4.943,100.693,1492.401,0.818,bearing_wear,1
2025-01-12 16:00:00,PUMP-204,pump,6.489,23.887,10.497,6.939,48.294,69.649,5.096,100.535,1476.336,0.827,bearing_wear,1
2025-01-12 17:00:00,PUMP-204,pump,7.278,24.98,10.777,7.133,49.769,70.335,4.987,99.621,1475.051,0.835,bearing_wear,1
2025-01-12 18:00:00,PUMP-204,pump,7.3,24.492,10.661,7.238,50.795,69.976,5.012,99.63,1486.121,0.844,bearing_wear,1
2025-01-12 19:00:00,PUMP-204,pump,6.831,25.051,10.563,7.307,49.622,70.797,4.698,99.53,1474.021,0.853,bearing_wear,1
2025-01-12 20:00:00,PUMP-204,pump,6.981,23.974,10.787,7.296,49.775,71.025,4.961,97.768,1479.016,0.862,bearing_wear,1
2025-01-12 21:00:00,PUMP-204,pump,7.032,25.389,10.711,7.318,50.162,71.612,5.034,104.3,1479.672,0.871,bearing_wear,1
2025-01-12 22:00:00,PUMP-204,pump,7.547,25.295,11.043,7.484,49.874,70.903,5.047,99.56,1485.18,0.88,bearing_wear,1
2025-01-12 23:00:00,PUMP-204,pump,7.853,25.365,10.905,7.473,48.969,72.237,5.096,101.194,1483.071,0.889,bearing_wear,1
2025-01-13 00:00:00,PUMP-204,pump,7.568,25.829,11.09,7.425,49.964,71.215,4.979,99.331,1482.285,0.898,bearing_wear,1
2025-01-13 01:00:00,PUMP-204,pump,7.574,25.758,11.078,7.539,50.994,71.755,4.983,99.29,1477.988,0.907,bearing_wear,1
2025-01-13 02:00:00,PUMP-204,pump,7.697,25.307,11.191,7.619,48.949,72.063,4.867,99.089,1486.075,0.916,bearing_wear,1
2025-01-13 03:00:00,PUMP-204,pump,7.351,26.727,11.477,7.799,49.626,71.904,4.98,96.9,1500.129,0.925,bearing_wear,1
2025-01-13 04:00:00,PUMP-204,pump,7.522,26.658,11.422,7.752,48.618,73.85,4.874,99.679,1483.456,0.935,bearing_wear,1
2025-01-13 05:00:00,PUMP-204,pump,7.647,26.638,11.438,7.841,50.941,72.539,4.815,99.186,1480.498,0.944,bearing_wear,1
2025-01-13 06:00:00,PUMP-204,pump,7.914,26.581,11.463,7.704,49.908,73.033,4.891,102.343,1473.511,0.953,bearing_wear,1
2025-01-13 07:00:00,PUMP-204,pump,8.027,26.585,11.474,7.76,49.15,74.876,5.151,97.607,1476.813,0.962,bearing_wear,1
2025-01-13 08:00:00,PUMP-204,pump,7.733,27.468,11.621,7.835,50.092,73.696,4.973,98.846,1478.931,0.972,bearing_wear,1
2025-01-13 09:00:00,PUMP-204,pump,7.927,28.23,11.841,7.891,48.796,74.283,5.022,98.203,1477.327,0.981,bearing_wear,1
2025-01-13 10:00:00,PUMP-204,pump,7.623,27.873,12.013,7.852,48.967,73.907,4.949,102.885,1479.92,0.991,bearing_wear,1
2025-01-13 11:00:00,PUMP-204,pump,7.877,27.447,11.944,8.127,48.54,75.666,4.821,98.261,1488.89,1.0,bearing_wear,1
2025-01-01 00:00:00,FLOT-011,flotation,2.111,5.445,3.01,2.989,49.958,43.941,4.886,101.003,1480.133,0.0,normal,0
2025-01-01 01:00:00,FLOT-011,flotation,2.144,5.514,2.888,2.906,50.657,45.2,5.104,99.493,1477.222,0.0,normal,0
2025-01-01 02:00:00,FLOT-011,flotation,1.816,6.004,3.01,3.039,50.836,45.861,4.945,98.719,1477.411,0.0,normal,0
2025-01-01 03:00:00,FLOT-011,flotation,2.098,6.481,2.885,2.993,50.108,45.289,4.759,99.444,1477.184,0.0,normal,0
2025-01-01 04:00:00,FLOT-011,flotation,2.144,5.759,3.119,2.937,50.956,44.922,5.177,101.335,1477.631,0.0,normal,0
2025-01-01 05:00:00,FLOT-011,flotation,2.276,5.809,3.273,3.004,50.731,43.841,4.92,101.449,1473.678,0.0,normal,0
2025-01-01 06:00:00,FLOT-011,flotation,2.141,5.914,3.048,2.987,51.113,44.953,4.975,100.372,1478.706,0.0,normal,0
2025-01-01 07:00:00,FLOT-011,flotation,1.726,6.229,2.937,2.985,50.984,45.987,5.164,102.185,1478.204,0.0,normal,0
2025-01-01 08:00:00,FLOT-011,flotation,2.309,5.809,2.747,2.959,51.57,44.013,4.986,102.538,1476.211,0.0,normal,0
2025-01-01 09:00:00,FLOT-011,flotation,2.239,5.787,2.832,2.87,49.83,44.804,4.984,101.633,1480.775,0.0,normal,0
2025-01-01 10:00:00,FLOT-011,flotation,2.294,5.462,3.155,3.007,48.673,44.69,4.877,98.908,1481.199,0.0,normal,0
2025-01-01 11:00:00,FLOT-011,flotation,2.097,5.771,2.897,2.92,50.664,44.442,4.837,100.989,1477.217,0.0,normal,0
2025-01-01 12:00:00,FLOT-011,flotation,1.717,6.471,2.963,2.898,50.781,45.198,4.983,100.998,1479.279,0.0,normal,0
2025-01-01 13:00:00,FLOT-011,flotation,1.691,6.036,3.066,2.976,51.57,45.355,5.036,98.369,1490.793,0.0,normal,0
2025-01-01 14:00:00,FLOT-011,flotation,1.962,5.704,3.148,3.073,51.281,45.346,5.031,96.861,1490.602,0.0,normal,0
2025-01-01 15:00:00,FLOT-011,flotation,2.006,6.494,2.98,3.019,51.945,44.219,4.952,95.954,1474.73,0.0,normal,0
2025-01-01 16:00:00,FLOT-011,flotation,2.244,5.766,2.96,2.947,50.62,43.683,5.002,100.14,1475.428,0.0,normal,0
2025-01-01 17:00:00,FLOT-011,flotation,1.69,6.568,3.007,2.943,50.229,45.21,4.816,100.596,1474.703,0.0,normal,0
2025-01-01 18:00:00,FLOT-011,flotation,2.053,6.561,2.937,3.064,48.615,44.595,5.046,97.636,1485.285,0.0,normal,0
2025-01-01 19:00:00,FLOT-011,flotation,2.112,6.022,2.943,2.76,50.308,46.471,5.016,102.092,1478.007,0.0,normal,0
2025-01-01 20:00:00,FLOT-011,flotation,1.863,5.401,3.041,3.08,49.447,46.508,5.197,100.304,1481.198,0.0,normal,0
2025-01-01 21:00:00,FLOT-011,flotation,2.031,6.916,3.019,2.813,50.212,46.593,5.001,102.699,1489.985,0.0,normal,0
2025-01-01 22:00:00,FLOT-011,flotation,1.973,6.155,3.213,2.858,50.055,44.248,4.906,100.741,1479.948,0.0,normal,0
2025-01-01 23:00:00,FLOT-011,flotation,2.034,5.87,3.044,2.949,50.472,45.455,4.995,97.867,1483.531,0.0,normal,0
2025-01-02 00:00:00,FLOT-011,flotation,2.003,6.382,3.115,3.217,49.903,45.697,4.967,100.917,1482.602,0.0,normal,0
2025-01-02 01:00:00,FLOT-011,flotation,2.158,6.281,2.893,3.168,50.935,45.607,5.043,101.34,1477.059,0.0,normal,0
2025-01-02 02:00:00,FLOT-011,flotation,1.837,6.524,3.053,3.071,47.277,44.716,5.003,98.905,1485.296,0.0,normal,0
2025-01-02 03:00:00,FLOT-011,flotation,1.97,5.735,2.928,3.036,50.19,46.023,4.874,97.116,1475.751,0.0,normal,0
2025-01-02 04:00:00,FLOT-011,flotation,2.352,6.127,3.04,2.814,51.202,45.0,4.836,100.201,1486.699,0.0,normal,0
2025-01-02 05:00:00,FLOT-011,flotation,2.028,5.526,3.069,3.016,51.87,45.102,5.026,97.998,1477.063,0.0,normal,0
2025-01-02 06:00:00,FLOT-011,flotation,1.68,6.267,3.005,2.945,50.732,43.77,5.138,102.242,1477.61,0.0,normal,0
2025-01-02 07:00:00,FLOT-011,flotation,1.725,5.991,3.241,2.918,51.685,45.516,5.008,99.186,1474.558,0.0,normal,0
2025-01-02 08:00:00,FLOT-011,flotation,1.811,6.112,3.143,3.015,50.169,44.792,5.081,103.449,1475.379,0.0,normal,0
2025-01-02 09:00:00,FLOT-011,flotation,1.71,5.941,3.118,2.953,50.003,45.372,5.101,95.752,1477.866,0.0,normal,0
2025-01-02 10:00:00,FLOT-011,flotation,1.977,5.9,3.076,3.087,50.529,45.188,5.027,100.27,1467.843,0.0,normal,0
2025-01-02 11:00:00,FLOT-011,flotation,2.461,5.653,3.176,2.806,49.997,45.145,4.919,102.859,1478.833,0.0,normal,0
2025-01-02 12:00:00,FLOT-011,flotation,1.837,6.316,2.856,3.008,49.218,44.963,5.02,98.219,1477.46,0.0,normal,0
2025-01-02 13:00:00,FLOT-011,flotation,1.777,6.596,3.137,2.912,49.485,45.629,5.121,99.682,1483.95,0.0,normal,0
2025-01-02 14:00:00,FLOT-011,flotation,2.573,5.777,2.901,2.959,48.888,44.841,5.053,99.194,1482.115,0.0,normal,0
2025-01-02 15:00:00,FLOT-011,flotation,2.068,6.221,2.944,3.03,50.528,43.836,5.075,98.632,1476.462,0.0,normal,0
2025-01-02 16:00:00,FLOT-011,flotation,1.778,6.173,3.056,2.888,50.011,45.455,4.954,100.489,1477.707,0.0,normal,0
2025-01-02 17:00:00,FLOT-011,flotation,2.169,6.003,3.123,3.016,49.64,44.353,4.98,97.409,1478.827,0.0,normal,0
2025-01-02 18:00:00,FLOT-011,flotation,2.305,5.389,2.885,2.979,49.433,43.941,4.988,99.778,1487.43,0.0,normal,0
2025-01-02 19:00:00,FLOT-011,flotation,2.379,5.479,2.949,2.934,50.505,44.182,4.995,101.032,1475.888,0.0,normal,0
2025-01-02 20:00:00,FLOT-011,flotation,2.0,5.688,3.01,2.953,50.78,45.227,5.117,99.57,1476.401,0.0,normal,0
2025-01-02 21:00:00,FLOT-011,flotation,1.964,5.144,2.981,2.985,48.869,44.923,4.765,98.0,1474.357,0.0,normal,0
2025-01-02 22:00:00,FLOT-011,flotation,1.934,6.563,3.085,2.923,48.712,43.294,5.003,102.06,1472.59,0.0,normal,0
2025-01-02 23:00:00,FLOT-011,flotation,2.13,6.147,3.344,3.001,50.955,44.693,4.992,101.461,1481.535,0.0,normal,0
2025-01-03 00:00:00,FLOT-011,flotation,1.52,5.988,3.042,2.972,48.625,45.935,4.863,97.918,1481.015,0.0,normal,0
2025-01-03 01:00:00,FLOT-011,flotation,2.209,5.124,2.926,2.939,50.547,44.639,5.067,97.412,1486.414,0.0,normal,0
2025-01-03 02:00:00,FLOT-011,flotation,1.978,5.27,2.87,3.159,51.617,44.868,4.928,98.096,1485.207,0.0,normal,0
2025-01-03 03:00:00,FLOT-011,flotation,2.138,5.999,2.967,3.042,51.619,45.834,4.964,101.091,1491.986,0.0,normal,0
2025-01-03 04:00:00,FLOT-011,flotation,1.744,6.788,2.906,2.962,50.738,45.636,5.185,100.551,1479.631,0.0,normal,0
2025-01-03 05:00:00,FLOT-011,flotation,2.155,5.721,3.047,3.015,50.709,45.817,5.101,101.58,1478.697,0.0,normal,0
2025-01-03 06:00:00,FLOT-011,flotation,1.637,6.346,3.045,2.897,52.252,42.782,5.057,99.348,1473.499,0.0,normal,0
2025-01-03 07:00:00,FLOT-011,flotation,2.076,5.808,2.954,2.956,47.666,46.387,5.038,98.151,1483.483,0.0,normal,0
2025-01-03 08:00:00,FLOT-011,flotation,1.871,6.022,3.198,2.968,49.536,45.509,4.984,101.838,1480.593,0.0,normal,0
2025-01-03 09:00:00,FLOT-011,flotation,1.83,6.486,2.926,2.875,50.848,46.969,5.2,98.893,1483.256,0.0,normal,0
2025-01-03 10:00:00,FLOT-011,flotation,2.275,5.862,2.988,3.039,49.663,44.374,5.08,100.373,1474.304,0.0,normal,0
2025-01-03 11:00:00,FLOT-011,flotation,2.244,5.724,3.064,2.949,51.24,43.589,4.925,96.9,1481.758,0.0,normal,0
2025-01-03 12:00:00,FLOT-011,flotation,1.894,6.567,3.089,2.964,49.961,45.006,4.86,98.86,1481.026,0.0,normal,0
2025-01-03 13:00:00,FLOT-011,flotation,2.662,6.018,3.128,2.943,50.132,44.78,5.057,102.019,1480.695,0.0,normal,0
2025-01-03 14:00:00,FLOT-011,flotation,1.615,6.436,3.043,3.296,49.725,45.523,4.994,98.567,1476.584,0.0,normal,0
2025-01-03 15:00:00,FLOT-011,flotation,2.195,5.726,3.105,2.934,49.477,45.86,4.857,101.629,1485.947,0.0,normal,0
2025-01-03 16:00:00,FLOT-011,flotation,1.801,6.563,2.933,2.793,49.453,44.93,5.043,95.338,1490.252,0.0,normal,0
2025-01-03 17:00:00,FLOT-011,flotation,2.042,6.109,3.092,2.84,50.271,44.807,4.973,98.881,1474.448,0.0,normal,0
2025-01-03 18:00:00,FLOT-011,flotation,1.612,6.174,3.09,3.076,49.225,45.418,5.053,99.657,1483.602,0.0,normal,0
2025-01-03 19:00:00,FLOT-011,flotation,1.876,6.053,3.151,3.134,50.953,44.795,5.044,103.485,1465.611,0.0,normal,0
2025-01-03 20:00:00,FLOT-011,flotation,2.014,5.798,2.833,2.932,50.653,44.728,4.939,97.662,1483.343,0.0,normal,0
2025-01-03 21:00:00,FLOT-011,flotation,2.023,5.999,2.909,3.128,51.099,45.83,5.063,101.342,1470.649,0.0,normal,0
2025-01-03 22:00:00,FLOT-011,flotation,2.279,5.823,3.082,3.074,48.871,46.008,4.95,102.114,1477.375,0.0,normal,0
2025-01-03 23:00:00,FLOT-011,flotation,1.81,6.384,2.735,2.981,48.301,45.867,4.957,98.557,1473.435,0.0,normal,0
2025-01-04 00:00:00,FLOT-011,flotation,2.11,5.919,3.049,2.974,49.996,44.865,4.947,99.253,1478.922,0.0,normal,0
2025-01-04 01:00:00,FLOT-011,flotation,2.389,5.401,3.106,3.018,52.899,43.288,5.113,100.283,1484.194,0.0,normal,0
2025-01-04 02:00:00,FLOT-011,flotation,1.734,5.328,2.942,3.088,51.266,44.881,4.972,97.037,1470.713,0.0,normal,0
2025-01-04 03:00:00,FLOT-011,flotation,1.605,5.309,2.957,3.04,49.446,44.394,5.137,99.09,1478.203,0.0,normal,0
2025-01-04 04:00:00,FLOT-011,flotation,2.041,6.247,2.893,2.932,50.425,44.896,5.178,102.552,1477.433,0.0,normal,0
2025-01-04 05:00:00,FLOT-011,flotation,2.433,5.539,2.948,2.983,50.728,44.463,4.926,101.045,1487.905,0.0,normal,0
2025-01-04 06:00:00,FLOT-011,flotation,2.091,6.12,2.951,3.198,48.632,44.983,4.708,99.686,1482.159,0.0,normal,0
2025-01-04 07:00:00,FLOT-011,flotation,1.961,6.055,2.932,3.025,51.37,44.169,5.104,100.226,1474.114,0.0,normal,0
2025-01-04 08:00:00,FLOT-011,flotation,1.903,5.974,2.926,3.087,49.833,43.975,4.966,101.162,1477.644,0.0,normal,0
2025-01-04 09:00:00,FLOT-011,flotation,1.84,6.175,2.973,3.054,49.909,45.978,4.913,101.545,1487.781,0.0,normal,0
2025-01-04 10:00:00,FLOT-011,flotation,2.095,6.063,2.972,3.027,50.024,44.224,4.941,98.887,1483.572,0.0,normal,0
2025-01-04 11:00:00,FLOT-011,flotation,2.112,4.916,3.187,3.011,51.145,45.0,4.959,103.069,1475.409,0.0,normal,0
2025-01-04 12:00:00,FLOT-011,flotation,1.958,5.871,2.961,3.09,49.245,45.764,5.13,102.633,1478.665,0.0,normal,0
2025-01-04 13:00:00,FLOT-011,flotation,2.173,6.17,3.034,3.072,48.293,45.731,5.016,101.355,1478.824,0.0,normal,0
2025-01-04 14:00:00,FLOT-011,flotation,2.093,6.656,2.942,3.026,50.323,45.636,5.128,98.314,1477.31,0.0,normal,0
2025-01-04 15:00:00,FLOT-011,flotation,1.835,6.675,2.941,2.931,47.956,45.242,5.049,97.96,1471.449,0.0,normal,0
2025-01-04 16:00:00,FLOT-011,flotation,1.745,5.455,2.83,3.039,49.699,45.579,4.969,99.347,1476.612,0.0,normal,0
2025-01-04 17:00:00,FLOT-011,flotation,1.814,5.86,2.843,2.993,51.187,46.098,4.961,100.122,1486.946,0.0,normal,0
2025-01-04 18:00:00,FLOT-011,flotation,1.436,5.374,2.879,2.969,50.579,45.34,5.056,96.463,1478.094,0.0,normal,0
2025-01-04 19:00:00,FLOT-011,flotation,2.187,6.608,3.018,3.268,51.042,43.53,5.082,100.989,1479.484,0.0,normal,0
2025-01-04 20:00:00,FLOT-011,flotation,1.838,6.405,3.108,2.846,50.62,44.577,5.1,102.575,1480.703,0.0,normal,0
2025-01-04 21:00:00,FLOT-011,flotation,2.344,6.14,2.821,3.096,52.41,45.557,4.974,101.153,1491.091,0.0,normal,0
2025-01-04 22:00:00,FLOT-011,flotation,1.85,6.066,2.945,2.914,49.412,44.498,5.018,98.648,1480.044,0.0,normal,0
2025-01-04 23:00:00,FLOT-011,flotation,1.851,6.552,2.863,3.013,50.398,46.296,5.058,98.411,1485.47,0.0,normal,0
2025-01-05 00:00:00,FLOT-011,flotation,2.138,6.485,2.974,3.257,49.562,44.949,4.962,100.6,1477.009,0.0,normal,0
2025-01-05 01:00:00,FLOT-011,flotation,2.182,6.463,3.108,2.904,50.957,45.068,4.887,99.693,1478.703,0.0,normal,0
2025-01-05 02:00:00,FLOT-011,flotation,2.143,6.183,2.955,2.928,49.938,45.9,4.919,100.886,1480.063,0.0,normal,0
2025-01-05 03:00:00,FLOT-011,flotation,2.14,5.86,2.995,2.998,51.719,44.854,4.976,101.203,1476.129,0.0,normal,0
2025-01-05 04:00:00,FLOT-011,flotation,1.921,6.307,3.146,2.915,49.469,45.141,5.066,102.184,1478.981,0.0,normal,0
2025-01-05 05:00:00,FLOT-011,flotation,1.946,6.326,3.046,3.088,51.407,45.719,5.126,97.736,1484.44,0.0,normal,0
2025-01-05 06:00:00,FLOT-011,flotation,1.685,5.924,2.924,2.947,50.593,43.822,4.864,100.443,1475.998,0.0,normal,0
